name,price,url,rating,image
"FIRE-BOLTT Hunter Smartwatch with Bluetooth Calling (51mm HD Display, IP67 Water Resistant, Black Strap)",1079,https://www.croma.com/fire-boltt-hunter-smartwatch-with-bluetooth-calling-51mm-hd-display-ip67-water-resistant-black-strap-/p/273182,4.2,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 (128GB, Teal)",71490,https://www.croma.com/apple-iphone-16-128gb-teal-/p/309695,4.5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"boAt Wave Sigma 3 Smartwatch with Bluetooth Calling (51.05mm HD Display, IP67 Water Resistant, Active Black Strap)",1499,https://www.croma.com/boat-wave-sigma-3-smartwatch-with-bluetooth-calling-51-05mm-hd-display-ip67-water-resistant-active-black-strap-/p/306572,3.2,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 15 (128GB, Blue)",62990,https://www.croma.com/apple-iphone-15-128gb-blue-/p/300684,3.5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 15 (128GB, Black)",62990,https://www.croma.com/apple-iphone-15-128gb-black-/p/300652,3.4,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"boAt Lunar Discovery Smartwatch with Bluetooth Calling (35mm HD Display, IP67 Water Resistant, Active Black Strap)",1299,https://www.croma.com/boat-lunar-discovery-smartwatch-with-bluetooth-calling-35mm-hd-display-ip67-water-resistant-active-black-strap-/p/312706,3.2,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 (128GB, Black)",71490,https://www.croma.com/apple-iphone-16-128gb-black-/p/309621,3.9,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"noise ColorFit Victor Smartwatch with Bluetooth Calling (46.9mm TFT LCD Display, IP68 Waterproof, Midnight Blue Strap)",1099,https://www.croma.com/noise-colorfit-victor-smartwatch-with-bluetooth-calling-46-9mm-tft-lcd-display-ip68-waterproof-midnight-blue-strap-/p/263808,4.6,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16e (128GB, Black)",57190,https://www.croma.com/apple-iphone-16e-128gb-black-/p/310298,5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Google Pixel 8a 5G (8GB RAM, 128GB, Aloe)",37999,https://www.croma.com/google-pixel-8a-5g-8gb-ram-128gb-aloe-/p/309153,4.3,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"boAt Storm Call 3 Smartwatch with Bluetooth Calling (46.48mm HD Display, IP67 Water Resistant, Active Black Strap)",1399,https://www.croma.com/boat-storm-call-3-smartwatch-with-bluetooth-calling-46-48mm-hd-display-ip67-water-resistant-active-black-strap-/p/306580,4.3,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Google Pixel 8a 5G (8GB RAM, 128GB, Obsidian)",37999,https://www.croma.com/google-pixel-8a-5g-8gb-ram-128gb-obsidian-/p/309156,3.7,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"OnePlus Nord CE4 Lite 5G (8GB RAM, 128GB, Super Silver)",17999,https://www.croma.com/oneplus-nord-ce4-lite-5g-8gb-ram-128gb-super-silver-/p/308306,5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Nothing Watch Pro 2 Smartwatch with Bluetooth Calling (33.52mm AMOLED Display, IP68 Water Resistant, Dark Grey Strap)",3899,https://www.croma.com/nothing-watch-pro-2-smartwatch-with-bluetooth-calling-33-52mm-amoled-display-ip68-water-resistant-dark-grey-strap-/p/308373,3.7,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"OnePlus 13R 5G (12GB RAM, 256GB, Nebula Noir)",42999,https://www.croma.com/oneplus-13r-5g-12gb-ram-256gb-nebula-noir-/p/312545,N/A,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 (128GB, Ultramarine)",71490,https://www.croma.com/apple-iphone-16-128gb-ultramarine-/p/309694,4.1,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16e (128GB, White)",57190,https://www.croma.com/apple-iphone-16e-128gb-white-/p/310300,3,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Nothing Watch Pro 2 Smartwatch with Bluetooth Calling (33.52mm AMOLED Display, IP68 Water Resistant, Ash Grey Strap)",3999,https://www.croma.com/nothing-watch-pro-2-smartwatch-with-bluetooth-calling-33-52mm-amoled-display-ip68-water-resistant-ash-grey-strap-/p/308377,4.7,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 Pro (256GB, Desert Titanium)",122900,https://www.croma.com/apple-iphone-16-pro-256gb-desert-titanium-/p/309731,4.2,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Google Pixel 9 Pro Fold 5G (16GB RAM, 256GB, Obsidian)",172999,https://www.croma.com/google-pixel-9-pro-fold-5g-16gb-ram-256gb-obsidian-/p/309152,N/A,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 (256GB, Teal)",81990,https://www.croma.com/apple-iphone-16-256gb-teal-/p/309701,5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"FIRE-BOLTT Dream GPS+Wi-Fi+4G SIM+Bluetooth Android OS Wristphone (51.3mm HD Display, Cortex A7MP CPU, Google Play Store, Midnight Steel Strap)",5196,https://www.croma.com/fire-boltt-dream-gps+wi-fi+4g-sim+bluetooth-android-os-wristphone-51-3mm-hd-display-cortex-a7mp-cpu-google-play-store-midnight-steel-strap-/p/303710,4.2,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"vivo V40 5G (8GB RAM, 256GB, Lotus Purple)",36999,https://www.croma.com/vivo-v40-5g-8gb-ram-256gb-lotus-purple-/p/308793,4,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"OnePlus Nord CE4 5G (8GB RAM, 128GB, Chrome)",21999,https://www.croma.com/oneplus-nord-ce4-5g-8gb-ram-128gb-chrome-/p/305869,3.4,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 (128GB, White)",71490,https://www.croma.com/apple-iphone-16-128gb-white-/p/309692,4.3,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"SAMSUNG Galaxy S25 5G (12GB RAM, 256GB, Icyblue)",80999,https://www.croma.com/samsung-galaxy-s25-5g-12gb-ram-256gb-icyblue-/p/313341,1,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"FIRE-BOLTT Dream GPS+Wi-Fi+4G SIM+Bluetooth Android OS Wristphone (51.3mm HD Display, Cortex A7MP CPU, Google Play Store, Irish Glam Strap)",5092,https://www.croma.com/fire-boltt-dream-gps+wi-fi+4g-sim+bluetooth-android-os-wristphone-51-3mm-hd-display-cortex-a7mp-cpu-google-play-store-irish-glam-strap-/p/303703,4.5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple Watch Series 10 GPS with Sport Band - S/M (42mm Retina LTPO3 OLED Display, Jet Black Aluminum Case)",45490,https://www.croma.com/apple-watch-series-10-gps-with-sport-band-s-m-42mm-retina-ltpo3-oled-display-jet-black-aluminum-case-/p/309428,N/A,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"vivo V40 Pro 5G (8GB RAM, 256GB, Titanium Grey)",49999,https://www.croma.com/vivo-v40-pro-5g-8gb-ram-256gb-titanium-grey-/p/308789,5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Google Pixel Watch 3 Wi-Fi + Bluetooth Wear OS 5.0 Smartwatch (41mm AMOLED Display, Qualcomm SW5100 Cortex M33 co-Processor, Obsidian Active Band)",37999,https://www.croma.com/google-pixel-watch-3-wi-fi-+-bluetooth-wear-os-5-0-smartwatch-41mm-amoled-display-qualcomm-sw5100-cortex-m33-co-processor-obsidian-active-band-/p/309626,N/A,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 14 (128GB, Midnight)",51990,https://www.croma.com/apple-iphone-14-128gb-midnight-/p/261930,4.6,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"SAMSUNG Galaxy S24 Ultra 5G (12GB RAM, 256GB, Titanium Gray)",114999,https://www.croma.com/samsung-galaxy-s24-ultra-5g-12gb-ram-256gb-titanium-gray-/p/303838,2.3,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"FIRE-BOLTT Oracle GPS+Wi-Fi+4G SIM+Bluetooth Android OS Wristphone (50mm Display, ARM CortexTM A53 MP, Play Store Unlimited Apps, Crystal Tide Strap)",4322,https://www.croma.com/fire-boltt-oracle-gps+wi-fi+4g-sim+bluetooth-android-os-wristphone-50mm-display-arm-cortextm-a53-mp-play-store-unlimited-apps-crystal-tide-strap-/p/304963,3.5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"FIRE-BOLTT Dream Wi-Fi+4G SIM Android OS Wristphone (51.3mm HD Display, In-built GPS, Sky Sizzle Strap)",5264,https://www.croma.com/fire-boltt-dream-wi-fi+4g-sim-android-os-wristphone-51-3mm-hd-display-in-built-gps-sky-sizzle-strap-/p/303702,4.3,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"FIRE-BOLTT Dream GPS+Wi-Fi+4G SIM+Bluetooth Android OS Wristphone (51.3mm HD Display, Cortex A7MP CPU, Google Play Store, Aqua Surge Strap)",4804,https://www.croma.com/fire-boltt-dream-gps+wi-fi+4g-sim+bluetooth-android-os-wristphone-51-3mm-hd-display-cortex-a7mp-cpu-google-play-store-aqua-surge-strap-/p/303704,3.9,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"OnePlus Nord CE4 5G (8GB RAM, 256GB, Chrome)",23999,https://www.croma.com/oneplus-nord-ce4-5g-8gb-ram-256gb-chrome-/p/305871,4.5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 Pro Max (256GB, Black Titanium)",137900,https://www.croma.com/apple-iphone-16-pro-max-256gb-black-titanium-/p/309742,5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Google Pixel Watch 3 Wi-Fi + Bluetooth Wear OS 5.0 Smartwatch (45mm AMOLED Display, Qualcomm SW5100 Cortex M33 co-Processor, Obsidian Active Band)",39999,https://www.croma.com/google-pixel-watch-3-wi-fi-+-bluetooth-wear-os-5-0-smartwatch-45mm-amoled-display-qualcomm-sw5100-cortex-m33-co-processor-obsidian-active-band-/p/309631,N/A,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"SAMSUNG Galaxy F15 5G (6GB RAM, 128GB, Black)",13499,https://www.croma.com/samsung-galaxy-f15-5g-6gb-ram-128gb-black-/p/305370,4.8,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"SAMSUNG Galaxy F15 5G (6GB RAM, 128GB, Light Violet)",13499,https://www.croma.com/samsung-galaxy-f15-5g-6gb-ram-128gb-light-violet-/p/305369,4.2,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Nothing Watch Pro 2 Smartwatch with Bluetooth Calling (33.52mm AMOLED Display, IP68 Water Resistant, Blue Strap)",4199,https://www.croma.com/nothing-watch-pro-2-smartwatch-with-bluetooth-calling-33-52mm-amoled-display-ip68-water-resistant-blue-strap-/p/308381,4.6,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 Pro Max (256GB, Desert Titanium)",137900,https://www.croma.com/apple-iphone-16-pro-max-256gb-desert-titanium-/p/309746,5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"OnePlus Nord 4 5G (8GB RAM, 256GB, Obsidian Midnight)",29499,https://www.croma.com/oneplus-nord-4-5g-8gb-ram-256gb-obsidian-midnight-/p/308680,5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"noise Canvas Elite Smartwatch with Bluetooth Calling (49.78mm TFT Display, IP67 Water Resistant, Metal Black Strap)",1999,https://www.croma.com/noise-canvas-elite-smartwatch-with-bluetooth-calling-49-78mm-tft-display-ip67-water-resistant-metal-black-strap-/p/310550,N/A,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"OnePlus Nord CE4 5G (8GB RAM, 256GB, Marble)",23999,https://www.croma.com/oneplus-nord-ce4-5g-8gb-ram-256gb-marble-/p/305872,3.8,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"noise ColorFit Pulse 4 Smartwatch with Bluetooth Calling (46.9mm AMOLED Display, IP68 Water Resistant, Space Blue Strap)",2499,https://www.croma.com/noise-colorfit-pulse-4-smartwatch-with-bluetooth-calling-46-9mm-amoled-display-ip68-water-resistant-space-blue-strap-/p/306740,N/A,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"vivo V40e 5G (8GB RAM, 128 ROM, Royal Bronze)",24999,https://www.croma.com/vivo-v40e-5g-8gb-ram-128-rom-royal-bronze-/p/311011,4.3,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 Pro (256GB, Black Titanium)",122900,https://www.croma.com/apple-iphone-16-pro-256gb-black-titanium-/p/309729,4.8,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Redmi 13C 5G (6GB RAM, 128GB, Startrail Green)",11299,https://www.croma.com/redmi-13c-5g-6gb-ram-128gb-startrail-green-/p/303163,4.6,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"Apple iPhone 16 (256GB, Black)",81990,https://www.croma.com/apple-iphone-16-256gb-black-/p/309696,5,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
"vivo V40 Pro 5G (8GB RAM, 256GB, Ganges Blue)",49999,https://www.croma.com/vivo-v40-pro-5g-8gb-ram-256gb-ganges-blue-/p/308792,N/A,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
